title,description,category,resolution,priority
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 7347 reported by user.,Network,Check routing and bandwidth utilization.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 3095 reported by user.,Network,Check routing and bandwidth utilization.,High
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 5672 reported by user.",Network,Restart VPN service and check firewall rules.,Critical
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 8003 reported by user.",Network,Restart VPN service and check firewall rules.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 8924 reported by user.,Network,Check routing and bandwidth utilization.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 8303 reported by user.",Network,Restart VPN service and check firewall rules.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 2923 reported by user.,Network,Check routing and bandwidth utilization.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 5970 reported by user.,Network,Check routing and bandwidth utilization.,Low
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 2796 reported by user.,Network,Check routing and bandwidth utilization.,Critical
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 8111 reported by user.",Network,Restart VPN service and check firewall rules.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 4932 reported by user.",Network,Restart VPN service and check firewall rules.,High
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 7269 reported by user.",Network,Restart VPN service and check firewall rules.,High
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 4281 reported by user.",Network,Restart VPN service and check firewall rules.,Low
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 1283 reported by user.",Network,Restart VPN service and check firewall rules.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 6199 reported by user.,Network,Check routing and bandwidth utilization.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 6271 reported by user.,Network,Check routing and bandwidth utilization.,Low
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 3590 reported by user.,Network,Check routing and bandwidth utilization.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 9921 reported by user.",Network,Restart VPN service and check firewall rules.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 9524 reported by user.,Network,Check routing and bandwidth utilization.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 9756 reported by user.,Network,Check routing and bandwidth utilization.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 9577 reported by user.",Network,Restart VPN service and check firewall rules.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 9752 reported by user.,Network,Check routing and bandwidth utilization.,Critical
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 5715 reported by user.",Network,Restart VPN service and check firewall rules.,Critical
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 9391 reported by user.",Network,Restart VPN service and check firewall rules.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 9662 reported by user.,Network,Check routing and bandwidth utilization.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 2400 reported by user.,Network,Check routing and bandwidth utilization.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 1778 reported by user.,Network,Check routing and bandwidth utilization.,Low
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 4068 reported by user.,Network,Check routing and bandwidth utilization.,High
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 2346 reported by user.",Network,Restart VPN service and check firewall rules.,Critical
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 8774 reported by user.",Network,Restart VPN service and check firewall rules.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 8143 reported by user.,Network,Check routing and bandwidth utilization.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 7527 reported by user.,Network,Check routing and bandwidth utilization.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 1150 reported by user.,Network,Check routing and bandwidth utilization.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 1377 reported by user.,Network,Check routing and bandwidth utilization.,Low
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 6517 reported by user.",Network,Restart VPN service and check firewall rules.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 5089 reported by user.",Network,Restart VPN service and check firewall rules.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 2731 reported by user.",Network,Restart VPN service and check firewall rules.,High
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 9208 reported by user.",Network,Restart VPN service and check firewall rules.,High
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 3070 reported by user.",Network,Restart VPN service and check firewall rules.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 3445 reported by user.",Network,Restart VPN service and check firewall rules.,Low
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 7143 reported by user.",Network,Restart VPN service and check firewall rules.,Low
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 3253 reported by user.,Network,Check routing and bandwidth utilization.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 6094 reported by user.,Network,Check routing and bandwidth utilization.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 8691 reported by user.",Network,Restart VPN service and check firewall rules.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 3162 reported by user.,Network,Check routing and bandwidth utilization.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 2256 reported by user.,Network,Check routing and bandwidth utilization.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 8434 reported by user.,Network,Check routing and bandwidth utilization.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 5963 reported by user.,Network,Check routing and bandwidth utilization.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 6787 reported by user.,Network,Check routing and bandwidth utilization.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 3058 reported by user.",Network,Restart VPN service and check firewall rules.,Low
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 3260 reported by user.",Network,Restart VPN service and check firewall rules.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 3116 reported by user.,Network,Check routing and bandwidth utilization.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 8849 reported by user.,Network,Check routing and bandwidth utilization.,High
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 4101 reported by user.",Network,Restart VPN service and check firewall rules.,Low
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 1358 reported by user.,Network,Check routing and bandwidth utilization.,Low
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 7359 reported by user.",Network,Restart VPN service and check firewall rules.,Low
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 8528 reported by user.",Network,Restart VPN service and check firewall rules.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 6157 reported by user.,Network,Check routing and bandwidth utilization.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 6671 reported by user.,Network,Check routing and bandwidth utilization.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 7819 reported by user.,Network,Check routing and bandwidth utilization.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 4843 reported by user.,Network,Check routing and bandwidth utilization.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 5573 reported by user.",Network,Restart VPN service and check firewall rules.,Low
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 3010 reported by user.,Network,Check routing and bandwidth utilization.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 9388 reported by user.,Network,Check routing and bandwidth utilization.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 7448 reported by user.,Network,Check routing and bandwidth utilization.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 5551 reported by user.,Network,Check routing and bandwidth utilization.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 2641 reported by user.",Network,Restart VPN service and check firewall rules.,Low
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 9912 reported by user.,Network,Check routing and bandwidth utilization.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 2072 reported by user.,Network,Check routing and bandwidth utilization.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 8136 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 9751 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 3709 reported by user.,Access Management,Unlock account and reset password.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 4588 reported by user.,Access Management,Unlock account and reset password.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 5691 reported by user.,Access Management,Unlock account and reset password.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 9895 reported by user.,Access Management,Unlock account and reset password.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 4686 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 9992 reported by user.,Access Management,Unlock account and reset password.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 4827 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5002 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 2359 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 3480 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 1995 reported by user.,Access Management,Unlock account and reset password.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 4993 reported by user.,Access Management,Unlock account and reset password.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 2410 reported by user.,Access Management,Unlock account and reset password.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 6081 reported by user.,Access Management,Unlock account and reset password.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 9370 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 4476 reported by user.,Access Management,Verify access rights and reassign permissions.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 2975 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 5703 reported by user.,Access Management,Unlock account and reset password.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 3367 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 5197 reported by user.,Access Management,Unlock account and reset password.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 8559 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 2078 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 3585 reported by user.,Access Management,Unlock account and reset password.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 9573 reported by user.,Access Management,Unlock account and reset password.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5703 reported by user.,Access Management,Verify access rights and reassign permissions.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 9369 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 7462 reported by user.,Access Management,Verify access rights and reassign permissions.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 7173 reported by user.,Access Management,Unlock account and reset password.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 7658 reported by user.,Access Management,Unlock account and reset password.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5618 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 6251 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 9837 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 8134 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 3878 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 4105 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 8709 reported by user.,Access Management,Unlock account and reset password.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5930 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 2062 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 6752 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 2820 reported by user.,Access Management,Unlock account and reset password.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 7063 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 7600 reported by user.,Access Management,Unlock account and reset password.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 4654 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5559 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 7459 reported by user.,Access Management,Unlock account and reset password.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 3664 reported by user.,Access Management,Unlock account and reset password.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 9991 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 3325 reported by user.,Access Management,Unlock account and reset password.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 1808 reported by user.,Access Management,Unlock account and reset password.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5966 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 5550 reported by user.,Access Management,Unlock account and reset password.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5786 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 2885 reported by user.,Access Management,Unlock account and reset password.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5636 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 9380 reported by user.,Access Management,Unlock account and reset password.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 3642 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 7720 reported by user.,Access Management,Verify access rights and reassign permissions.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 7304 reported by user.,Access Management,Unlock account and reset password.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 3899 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 9114 reported by user.,Access Management,Unlock account and reset password.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 1573 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 7639 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 7133 reported by user.,Access Management,Unlock account and reset password.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 7784 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 2789 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 7093 reported by user.,Access Management,Unlock account and reset password.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 4696 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 6305 reported by user.,Access Management,Unlock account and reset password.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 9018 reported by user.,Access Management,Verify access rights and reassign permissions.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 8576 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 6332 reported by user.,Access Management,Unlock account and reset password.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 4269 reported by user.,Access Management,Unlock account and reset password.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 3247 reported by user.,Access Management,Unlock account and reset password.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5562 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 7589 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 1788 reported by user.,Access Management,Unlock account and reset password.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 4104 reported by user.,Access Management,Unlock account and reset password.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 7402 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 8851 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 6713 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 6711 reported by user.,Access Management,Unlock account and reset password.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 3745 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 1064 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 2529 reported by user.,Access Management,Unlock account and reset password.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 1597 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 6523 reported by user.,Access Management,Unlock account and reset password.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 6227 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 9669 reported by user.,Access Management,Unlock account and reset password.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 6405 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 1196 reported by user.,Access Management,Unlock account and reset password.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 1575 reported by user.,Access Management,Verify access rights and reassign permissions.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 2327 reported by user.,Access Management,Unlock account and reset password.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 3468 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 6220 reported by user.,Access Management,Unlock account and reset password.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 6745 reported by user.,Access Management,Unlock account and reset password.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 4923 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 3495 reported by user.,Access Management,Unlock account and reset password.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 8352 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 2899 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 1983 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 7407 reported by user.,Access Management,Unlock account and reset password.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 9475 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 3316 reported by user.,Access Management,Verify access rights and reassign permissions.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 2124 reported by user.,Access Management,Unlock account and reset password.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5086 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 3099 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 1961 reported by user.,Access Management,Unlock account and reset password.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 6640 reported by user.,Access Management,Verify access rights and reassign permissions.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 1494 reported by user.,Access Management,Verify access rights and reassign permissions.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5702 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 7490 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5630 reported by user.,Access Management,Verify access rights and reassign permissions.,High
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 2659 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 8614 reported by user.,Access Management,Verify access rights and reassign permissions.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 2893 reported by user.,Access Management,Unlock account and reset password.,High
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 3023 reported by user.,Access Management,Unlock account and reset password.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 9053 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 5684 reported by user.,Access Management,Unlock account and reset password.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 1112 reported by user.,Access Management,Unlock account and reset password.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 4912 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 8639 reported by user.,Access Management,Unlock account and reset password.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 8329 reported by user.,Access Management,Unlock account and reset password.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5749 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 3204 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 9839 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 2360 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 7203 reported by user.,Access Management,Unlock account and reset password.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 4794 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 4878 reported by user.,Access Management,Unlock account and reset password.,Critical
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 5039 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 7064 reported by user.,Access Management,Verify access rights and reassign permissions.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 6395 reported by user.,Access Management,Unlock account and reset password.,Low
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 8027 reported by user.,Access Management,Unlock account and reset password.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 8570 reported by user.,Access Management,Unlock account and reset password.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 3317 reported by user.,Access Management,Verify access rights and reassign permissions.,Medium
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 8855 reported by user.,Access Management,Unlock account and reset password.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 2607 reported by user.,Access Management,Unlock account and reset password.,Low
Access denied to resource,User unable to access shared drive despite having permissions. Additional context: ticket ID 6703 reported by user.,Access Management,Verify access rights and reassign permissions.,Critical
User account locked,User account locked after multiple incorrect password attempts. Additional context: ticket ID 8028 reported by user.,Access Management,Unlock account and reset password.,Critical
